tweet,date,Agent,Role
"@karen_killjoy “Now, are you ready to tell me where you heard that word? (Ralphie)?",2021-09-28 23:42:04,Killjoy,Sentinel
@karen_killjoy EXACTLY.,2021-09-28 23:40:08,Killjoy,Sentinel
@micahflee It’s lil Bobby Tables evil cousin,2021-09-28 23:39:04,Killjoy,Sentinel
"@scattermoon @WaldorfSixpence @sistersinead With four reviews that can only possibly be {5,5,5,4} so who’s the killjoy",2021-09-28 23:38:56,Killjoy,Sentinel
@JessToBrazil being the heartless killjoy i am i will mention that the method of data gathering here is skewed and unreliable and so none of this map probably really means much of anything,2021-09-28 23:38:16,Killjoy,Sentinel
Totally forgot to say stream will be on as normal tomorrow (29th) I am now less of a medical disaster and hopefully the good vibes can begin once more~ #Vtuber #VTuberEN #smallstreamer,2021-09-28 23:37:43,Killjoy,Sentinel
@jammyjam25 @karen_killjoy LISTS! 🤦🏽‍♀️  Thanks for the reminder.,2021-09-28 23:37:40,Killjoy,Sentinel
"""If the saints told me anything 40oz cures anything.""",2021-09-28 23:36:25,Killjoy,Sentinel
"/Cue Eric saying fuck all that and pouring a 40 oz to magically revive the witch./

""blood in blood out. Now get the fuck up."" https://t.co/u3QBnogoql",2021-09-28 23:34:49,Killjoy,Sentinel
@_brennacolleen @karen_killjoy @fortunately @afivegantenna @cypoints man Shane's husband meets a lot of people from the Internet,2021-09-28 23:33:48,Killjoy,Sentinel
@hns_27 @DeItaone The killjoy got to killjoy,2021-09-28 23:32:18,Killjoy,Sentinel
@hamzahassan0309 @Killjoy_city @utdreport He posted something earlier on ig (his preferred social media) with emojis used on android phones. He probs has a social media manager for Twitter,2021-09-28 23:20:51,Killjoy,Sentinel
@killjoy_crypto @goodblackdude Prayers to you!!!,2021-09-28 23:20:01,Killjoy,Sentinel
Of course then let's bothering me that they're uneven so I may have to switch folks around...,2021-09-28 23:05:08,Killjoy,Sentinel
@KiLLJoY_D_ Thank you,2021-09-28 23:04:06,Killjoy,Sentinel
The amount of relief this gave me is kind of ridiculous. https://t.co/VkCaA7jlFW,2021-09-28 23:03:48,Killjoy,Sentinel
@ReptileEnclosed @killjoy_warlock Capra Demon will forever haunt me 😅,2021-09-28 22:57:44,Killjoy,Sentinel
"@LandoBrah @idontcarengl @tobyfox .... Bruh theres always gotta be that ONE person whos a killjoy, misses the entire point and acts better than thou and you managed to be all 3.",2021-09-28 22:49:08,Killjoy,Sentinel
"@pjcamino @IronMaiden @Luisma1974 @DonMcintyre70 @Chief_Eddie666 @UncleSteveRock @TalkingMaiden Call me a killjoy, but I'm tired of these ""proper musician validates heavy metal by listening to it"" videos. I don't care what she thinks",2021-09-28 22:48:25,Killjoy,Sentinel
WE LOVE A KILLJOY MAIIINNNNN https://t.co/DIdW3a65FB,2021-09-28 22:46:03,Killjoy,Sentinel
@killjoy_crypto Sorry to hear that. I hope he has a full recovery. This is horrible!,2021-09-28 22:45:06,Killjoy,Sentinel
"me, rev, and rich are prime examples of the killjoy au to parxie pipeline",2021-09-28 22:43:44,Killjoy,Sentinel
first squid game (red light green light) was just a huge killjoy turret,2021-09-28 22:39:45,Killjoy,Sentinel
@killjoy_crypto I'd say you are right,2021-09-28 22:36:58,Killjoy,Sentinel
"@smc429 Others helped.  Moscow Mitch had been strangling America as hard as he could before 45 came in like a killjoy bombshell, but clearly immeasurable damage has been done to the country in those four years of hell ......",2021-09-28 22:33:19,Killjoy,Sentinel
"@LongMeadow_ No word yet. It appears to be a reaction to the vaccine, one that's been documented since the vax started rolling out. I doubt the doctors will actually say anything regarding the cause, little is known about bells palsey or how to treat it.",2021-09-28 22:31:21,Killjoy,Sentinel
@killjoy_crypto @goodblackdude The world has gone nuts.  Praying your brother will be ok🙏,2021-09-28 22:29:48,Killjoy,Sentinel
"Killjoy: I hate this deadline

Cypher: Problems with your thesis?

Killjoy: No, Reyna keeps chasing me with a gun
#incorrectvalorant #killjoy #cypher",2021-09-28 22:29:23,Killjoy,Sentinel
"@killjoy_crypto Wow.....
I'm sorry to see this
No clinical explanation to what happened?",2021-09-28 22:27:46,Killjoy,Sentinel
@HviscBish @PromisingFilm Me either!!,2021-09-28 22:23:21,Killjoy,Sentinel
"YOUR FAVORITE KILLJOY MAIN BOTTOM FRAGS EVERY GAME LIVE!
(Live now, type socks to let me know your from twitter) https://t.co/i8ogGC0TBq",2021-09-28 22:20:24,Killjoy,Sentinel
"@TheMrTischbein @Relaylay2 I'm curious know to see the original, ""offensive"" art.",2021-09-28 22:19:38,Killjoy,Sentinel
@karen_killjoy @PromisingFilm I saw the overall theme coming from the beginning. I called certain things. I did NOT expect the big event towards the end.,2021-09-28 22:19:14,Killjoy,Sentinel
@jammyjam25 @biancasmalley So I'm mad because I can't find the original commercial where he does the kick at the end which to me is the funniest thing. Because it's so random and unnecessary.,2021-09-28 22:17:37,Killjoy,Sentinel
"But yeah.... It's *transphobes* and *radfems* (read: women who grew up) realising that jumping about in platforms, and LaTeX Brit flags didn't stop sexism.....and never had the potential to.

That's the *REAL* killjoy.

How dare girls grow up to be women?!?!

Am I right?",2021-09-28 22:16:53,Killjoy,Sentinel
me clawing at the door like https://t.co/pXoFhV3HMo https://t.co/6PMvJhkmKb,2021-09-28 22:15:25,Killjoy,Sentinel
@iwontanswer1 me clawing at her door https://t.co/UT5oJ8y11D,2021-09-28 22:14:34,Killjoy,Sentinel
@Jimmy329 @danjlevy I seriously cannot wait for this book! I'm thinking it's going to fill a little Schitt's Creek hole in my heart.,2021-09-28 22:13:49,Killjoy,Sentinel
@karen_killjoy I have no clue but I'm very disappointed in myself that I haven't redeemed it yet because yum,2021-09-28 22:13:16,Killjoy,Sentinel
@maganhangzo same,2021-09-28 22:13:10,Killjoy,Sentinel
@Saminatal77 What are you waiting for?? Lol,2021-09-28 22:12:32,Killjoy,Sentinel
@0Risk0Reward @FireblocksHQ I'd love to hear or see a response to this great question!,2021-09-28 22:11:35,Killjoy,Sentinel
"Oh, that clock! Old killjoy!",2021-09-28 22:10:38,Killjoy,Sentinel
KILLJOY JAKE @KilljoyJake1 &gt;&gt; PREMIERING NOW! &gt;&gt; https://t.co/KHoydmEd50 https://t.co/W20lIQWDIK,2021-09-28 22:09:27,Killjoy,Sentinel
"Yep. Now my brother's in the hospital...3 weeks post 2nd shot. Can't move the left side if his body. Fully staffed hospital, no one has spoken with him for over 2 hours after initially telling him it's been a really ""slow"" day. https://t.co/TYocqQ7JgF",2021-09-28 22:09:22,Killjoy,Sentinel
@karen_killjoy I have a 1 pound certificate burning a hole in my wallet right now,2021-09-28 22:05:41,Killjoy,Sentinel
@JackManifoldTV @11Manifold @KarlJacobs_ @tommyaltinnit ok motherinnitlover,2021-09-28 21:55:33,Killjoy,Sentinel
"steve -1

killjoy bot - 0

for now…",2021-09-28 21:51:14,Killjoy,Sentinel
@FernandesCookz @ManUtd Relatively small club? Ronaldo disappears when it matters? Top Red? Please tell me this is satire.,2021-09-28 21:49:40,Killjoy,Sentinel
@kayy_tgk Happy bday,2021-09-28 21:46:07,Killjoy,Sentinel
@notxela KILLJOY is cleaning toilets or recharging. lul,2021-09-28 21:46:02,Killjoy,Sentinel
"To the fellow killjoy who just ordered one of each of my MCR patches, show yourself. Let’s pls be friends.",2021-09-28 21:43:16,Killjoy,Sentinel
"*weather dips between 30° within a 24-hour period, my sinuses* https://t.co/jfp8zHxJdk",2021-09-28 21:41:20,Killjoy,Sentinel
@hiro_shark let's fucking go 😭😭 https://t.co/NSYzRU4Wwf,2021-09-28 21:41:00,Killjoy,Sentinel
@karen_killjoy @EffinBirds Thanks Karen!! 😃,2021-09-28 21:40:56,Killjoy,Sentinel
@mwag81 @EffinBirds That's the best birthday present! A big happy birthday to you!!,2021-09-28 21:40:14,Killjoy,Sentinel
@patrickbrewcr Lol. I just got to that part!,2021-09-28 21:39:28,Killjoy,Sentinel
"quinn / jet / rory 

quinn- band member from the used 
jet- jet-star killjoy character 
rory- from gilmore girls 

pronouns: she/her, she/they, she/they/he, they/she/he, they/she, they/any, they/he/she/it, they/he/she/xe, they/he/xe/it, they/xe https://t.co/LKJ9NXPVIQ",2021-09-28 21:38:07,Killjoy,Sentinel
"@Killjoy_city @ManUtd Alright pal. Read my bio. I want what’s best for our relatively small club because I’m a TOP RED. I sing our monotone chants in the stretford end because I HAVE TO I don’t want to support united, I’d rather support any club really, but I HAVE to support united ,no matter the cost",2021-09-28 21:31:03,Killjoy,Sentinel
@Popehat Call me a killjoy if you want but I don’t think BE Cop Press Release season should start until after September 30th.,2021-09-28 21:30:07,Killjoy,Sentinel
@FernandesCookz @ManUtd Go be a cunt somewhere else.,2021-09-28 21:25:58,Killjoy,Sentinel
"@ManUtd Please don’t screw up tomorrow, Messi fans wouldn’t shut up about it 😒",2021-09-28 21:24:48,Killjoy,Sentinel
// bats and katanas on dirt bikes and shit sounds tight af https://t.co/UFkdQ8r4XT,2021-09-28 21:13:29,Killjoy,Sentinel
"@AUTiger_92 @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Does Ronaldo play incredibly for 90 mins? Did Ronaldinho, R7, Pele or Maradonna? your argument is tepid at best! A world class player, or the world's greatest player doesn't need to stand out for 90 mins, the time they do shine for is enough to take it away from their opposition",2021-09-28 21:11:08,Killjoy,Sentinel
// mad respect to the sabertooth and beizer. I hope the reboot adds some fire ass new hyper cars and bikes tbh we need em including if Santo ilesio is gonna be great to drive around at. https://t.co/Z2rJYD0VZ0,2021-09-28 21:10:40,Killjoy,Sentinel
"@ravenscimaven Sorry to be a Killjoy too, but I second that motion.
 Please get a helmet. That brain of yours has a lot more to impart. Please protect it.",2021-09-28 21:10:28,Killjoy,Sentinel
We just started watching Vigil and I’m annoyed that everyone who told me I should definitely watch it was completely correct. It’s fucking great.,2021-09-28 21:10:25,Killjoy,Sentinel
"@28DRM @AddictedRm @ChampionsLeague @PSG_English When did I question Leo again? I just pointed out that Ronaldo has performed, countless times against big clubs. If Messi wanted to prove people wrong, he would’ve joined Arsenal.",2021-09-28 21:06:12,Killjoy,Sentinel
@karen_killjoy I love their stuff!!!! 🤤,2021-09-28 21:05:02,Killjoy,Sentinel
"@28DRM @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English His goal? It doesn’t change the fact that he did absolutely nothing the rest of the match, but you and the other lemmings will still bow down—that’s how hero worship works. The “best player ever” should do much better for the other 87’ of the match. MOTM s/b PSG’s crossbar.",2021-09-28 21:04:12,Killjoy,Sentinel
"@karen_killjoy One of the all time worst frozen pizzas.  I’m a fan of Red Baron but would rather eat Ellios or even the shitty store brand first.

It’s not delicious, it’s DiGiorno.",2021-09-28 21:02:50,Killjoy,Sentinel
"@Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Then you've commented on the wrong thread pal, my comment was in response to some armchair Ronaldo merchant putting Messi down, I simply reversed the scenario and you commented until Leo proved you wrong",2021-09-28 21:02:14,Killjoy,Sentinel
"We love Gordon, Gino &amp; Fred far too much",2021-09-28 21:02:13,Killjoy,Sentinel
"Need good killjoy players to vod review, any recommendations?",2021-09-28 21:01:46,Killjoy,Sentinel
@ravenscimaven I’m about to be KillJoy McFunHater but please get a helmet I’ve seen SO SO SO many heinous accidents on them. People are always pretty cavalier on them because it’s just a scooter but they will catapult you in a heartbeat. 🙏🏼,2021-09-28 21:00:57,Killjoy,Sentinel
@HviscBish @PromisingFilm Yuuup. Like I really liked it but I didn't know how to feel at the end,2021-09-28 21:00:25,Killjoy,Sentinel
@OhHaiTea you killjoy me sage???,2021-09-28 20:57:43,Killjoy,Sentinel
"@mostlymartha Yuuuup.

The same people that constantly and I mean CONSTANTLY talk about how much they ""love their kids!!!!"" on social media.

Yeah you don't need to tell us just please take care of them properly.",2021-09-28 20:55:36,Killjoy,Sentinel
"@28DRM @AddictedRm @ChampionsLeague @PSG_English I can honestly acknowledge Messi’s prowess, I just don’t like it when Ronaldo’s put down.",2021-09-28 20:54:58,Killjoy,Sentinel
@karen_killjoy People with guns in their house worried about Halloween drug candy from strangers. Suuuuuuuuuure.,2021-09-28 20:53:03,Killjoy,Sentinel
@mostlymartha 100%. See like the pixie stick arsenic shit and all of that. I can't think of a time when it wasn't something the parents had set up to harm their children.,2021-09-28 20:52:21,Killjoy,Sentinel
@karen_killjoy As is the case for like 90% of the bad things that happen to children.,2021-09-28 20:51:15,Killjoy,Sentinel
"@OMGItsBirdman @lun444r Also, and I'm just saying this from experience, if kids do get into pot gummies, and and they do. It's the parents/guardians fault for leaving it out for them to get a hold of it. Happens a lot.",2021-09-28 20:51:03,Killjoy,Sentinel
"Basically, the call is coming from inside the house.",2021-09-28 20:50:21,Killjoy,Sentinel
"Let me tell you the truth, little kids do get into pot candy. It happens A LOT.  (I know because I know.) But it's always because parents or guardians left it where the kids could get to it. Not because some stranger handed it to them on Halloween.",2021-09-28 20:50:21,Killjoy,Sentinel
"@UmbranSaint ""10. Hard 10.""",2021-09-28 20:45:08,Killjoy,Sentinel
@Killjoy_city @AddictedRm @ChampionsLeague @PSG_English I feel like that was painful for you to say 😂,2021-09-28 20:44:24,Killjoy,Sentinel
@OMGItsBirdman @lun444r Here kid here's a $20 bag of candy that I really wouldn't rather use for myself...,2021-09-28 20:43:05,Killjoy,Sentinel
"@28DRM @AddictedRm @ChampionsLeague @PSG_English Finally on his one millionth debut, great goal though 🔥👌🏻",2021-09-28 20:42:23,Killjoy,Sentinel
"I'm assuming these are like 20 bucks a piece, they're not being given out to children. The same ridiculous story every single year... 

Parents have enough to worry about, don't pile more crap on top of it. https://t.co/nJxhtY8Y02",2021-09-28 20:40:58,Killjoy,Sentinel
@Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Oh wait not only has Messi scored against City for barca HE'S SCORED TONIGHT 😂😂😂,2021-09-28 20:39:47,Killjoy,Sentinel
"@JaclynLeeTV @BensalemPolice @6abc Every
Year https://t.co/Bs0hwpwrJ3",2021-09-28 20:38:51,Killjoy,Sentinel
@AUTiger_92 @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English The above people (other than yourself) also what are your thoughts now?,2021-09-28 20:38:46,Killjoy,Sentinel
"@28DRM @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Of course, everyone is entitled to their opinion. I said Messi hasn’t done shit in this match—reading comprehension is also fundamental. Who would say he is shit?",2021-09-28 20:34:41,Killjoy,Sentinel
I don't mean to be a killjoy but no one who is eating these things wants to or can afford to give them away en masse to random fucking children on Halloween. https://t.co/6RNjUMAkFQ,2021-09-28 20:31:58,Killjoy,Sentinel
@1963Researcher @MikeSchlossberg So...only rich people should have choice? Hmm...what are your thoughts/beliefs on taxes? Curious to know if you are an elitist across the board or if you're just brainwashed into regurgitating bottle party lines.,2021-09-28 20:31:55,Killjoy,Sentinel
"@GreenEtty @AlanSla90124663 @Nacho87329549 @XenaBonina @parsleysmum @denvor18 @wf_ollie @starbuckssue @BuddyakaBuddyB1 @StocksGoldie @Eliot01375004 @azzurro_azzurro @SquidInkyJinxy @georgiarealist @GeorgeandMildr4 @Alfie77617391 @NeddlePeddle @The_Bollies @Freeds @Gusnangeldizzy @Azra_Pathan @MariaPulk @MurphyTCat @EdibleCatsClub @Helensthoughts1 @ridley_aka @Lawri2005 @Luciferpanfurr @Dr_eVal @LittleTess3 @linda_austin1 @LindaSunshine66 @TheVicarageCat @frisky9 @AngusMcPussPuss @kenobe_wan @DylantheCaptai1 @Cosmo_the_one @GordonHarmony @dawnybj @SpookyTheMagni1 @VitCza @BlueChilli1 @WilliamTheGinge @AmbassacatBXL @JoananCharlotte @BengalCowboy @PurdieTweets @minnie_mog @WickerdyWoo Our meowmy is busy doing stuff. We's know she's a killjoy sometimes.
 #ECCHappyHour",2021-09-28 20:22:23,Killjoy,Sentinel
I will miss all the random unsolicited messages from fake celebrity accounts and random clearly scammy dudes using old dude pictures.,2021-09-28 20:21:18,Killjoy,Sentinel
@killjoy_crypto @SandraLaird14 @townhallcom @MarshaBlackburn Snowflake would sell their mother off to save such bastards....,2021-09-28 20:20:57,Killjoy,Sentinel
@pink_hitman @c_killjoy_ STOP WHY DOES THE AUDIO SCRATCH AN ITCH IN MY BRAIN,2021-09-28 20:18:56,Killjoy,Sentinel
@EricBunnyBlair @TorontoStar I hope the increase in heating your home and starting your vehicle will a killjoy for you! You deserve it! 🤣,2021-09-28 20:17:14,Killjoy,Sentinel
eeeee. I just got Killjoy and playing her has been going really good so far https://t.co/Vj13aF1uMR,2021-09-28 20:13:07,Killjoy,Sentinel
@AUTiger_92 @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Though I respect your opinion 😊,2021-09-28 20:10:07,Killjoy,Sentinel
"@AUTiger_92 @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Overall I would probably disagree, in recent times I feel an unplayable Messi turned up at home games, he's got a new home now though, I'm not not watching the billionaire boys club game as the team I support is also playing tonight, though anyone who says Messi is shit is dumb",2021-09-28 20:09:03,Killjoy,Sentinel
@mostlymartha Lol. I block those folks as soon as they send a DM or tell me I'm pretty on one of my photos. Otherwise I don't even know they're there.,2021-09-28 20:06:17,Killjoy,Sentinel
@28DRM @Killjoy_city @AddictedRm @ChampionsLeague @PSG_English Messi has gone missing in the UCL substantially more times than Ronaldo. He hasn’t done $hit in today’s match either. Old Messi has a crack with that free kick before HT. Idk who this Messi is…,2021-09-28 20:04:59,Killjoy,Sentinel
@LILIAMYBELOVED Is killjoy wilbur band or am i dumb was that love joy?,2021-09-28 20:04:47,Killjoy,Sentinel
"That this information isn't being promoted and shared by medical professionals in the US and Canada is a crystal clear indicator of what our ""health"" systems' priorities are. It's all money. It's all power. It has NOTHING TO DO WITH HEALTH. 

Our leaders are actively harming us. https://t.co/iwQHVE3LKk",2021-09-28 20:04:16,Killjoy,Sentinel
"@karen_killjoy If I did this, it would be a huge blow to the 2/3 of my followers who are middle-aged gym rat men who only follow fat chicks.",2021-09-28 19:57:13,Killjoy,Sentinel
"Huh, going private on Instagram is kind of liberating. Sorry Bulgarian family.",2021-09-28 19:56:04,Killjoy,Sentinel
"Sees has very cute Halloween stuff, just saying. Also, I got TWO free samples! https://t.co/JzQARNwXqu",2021-09-28 19:46:16,Killjoy,Sentinel
@sunflowerlevy @stevierosebudds That it is a person way too obsessed with you and what you have going. It's gross,2021-09-28 19:45:17,Killjoy,Sentinel
@stevierosebudds @sunflowerlevy I agree. That's awful. Can you block anonymous people on CC though?,2021-09-28 19:43:27,Killjoy,Sentinel
But you don’t know what’s left of your strength. You’re breaking down and your mood-swings are enough killjoy for the day. When you’re having your best moments you’re skeptical because you’ve gotten accustomed to this random wave of sadness that proceeds. Life can be cruel. 3/,2021-09-28 19:42:06,Killjoy,Sentinel
I mean I wouldn't advise eating it either. https://t.co/JvrX9c0nvh,2021-09-28 19:42:01,Killjoy,Sentinel
@FINALCHOIRS Stop being a killjoy  .,2021-09-28 19:34:44,Killjoy,Sentinel
"@SandraLaird14 Seeing as we pay his salary, the people, who are represented by these Congress people, have EVERY RIGHT to express the disgust and anger that is so rightfully aimed at these disgraceful, un-American traitors. That you would presume to silence them is so indicative of the left.",2021-09-28 19:33:54,Killjoy,Sentinel
"@Foxlastor Ku: ""Ok.""

*closes her eyes as her demonic killjoy symbol summons behind Kurisu. Her eyes flash gray as she unleashes ""Killjoy Graveyard Shift"", a sudden spirit of Elijah and Grace erupt from the ground in front of the group*

S: !!!",2021-09-28 19:32:46,Killjoy,Sentinel
I might find another main other than killjoy sadge but idk who to play,2021-09-28 19:29:15,Killjoy,Sentinel
What is the killjoy https://t.co/pX91NXfyFj,2021-09-28 19:25:25,Killjoy,Sentinel
"09/28/21
Goodnight baby
Goodnight Flower
I love you https://t.co/ndWvLZCbqD",2021-09-28 19:21:16,Killjoy,Sentinel
"Thoughts on fracture from a ranked perspective: 

-Might be the first map that double sentinel (KJ/Cypher) is incredibly valuable even on attack
-Breach is necessary for aftershocking the Killjoy Ult in tunnels that seems to happen every few rounds due to 4 ult orbs on the map",2021-09-28 19:19:30,Killjoy,Sentinel
@factoryerror_ @Marci2213 tell me you've never spoken to an actual human female before without telling me,2021-09-28 19:14:22,Killjoy,Sentinel
@fromawhileago @jammyjam25 There are some cases where I really like the writer a lot more than what they write...,2021-09-28 19:07:40,Killjoy,Sentinel
@jammyjam25 We'll all be damned! good for him!,2021-09-28 19:06:32,Killjoy,Sentinel
@Sneegsnag WHY DO YOU END RIGJT WHEN I GET HOME FROM SCHOOL,2021-09-28 19:06:18,Killjoy,Sentinel
"@Foxlastor Ku: ""Mhm. Remember ""Killjoy Graveyard Shift"" sis? That can bring people to life, but sadly only for a day.""",2021-09-28 19:04:36,Killjoy,Sentinel
@MCChampionship_ @RIPmercury @TaesungTao @with4rLIVE @LukeIsDeaddd TAESUNG BELOVED,2021-09-28 19:01:54,Killjoy,Sentinel
‘I’m not a killjoy. Why shouldn’t humanity celebrate? But let us do things with a sense of proportion’ Wole Soyinka explains to @EmmaDabiri @southbankcentre @guardianlive @BloomsburyBooks https://t.co/i69HmHxaAy,2021-09-28 19:01:11,Killjoy,Sentinel
@humorandanimals Sorry to be a killjoy but the lil pup is being 'over exercised' !!!,2021-09-28 19:00:15,Killjoy,Sentinel
@LucidTnup What kind of lineups? Viper? Brim? Killjoy?,2021-09-28 18:59:01,Killjoy,Sentinel
"@jammyjam25 @andypandymonia Wait, where?",2021-09-28 18:57:30,Killjoy,Sentinel
@ttjesje i am going to be the dry little killjoy who advises u to be comfy over cute..... no lippie,2021-09-28 18:56:53,Killjoy,Sentinel
sorry for being a jaded killjoy or whatever but gacha shit is so blatantly predatory it kind of baffles and upsets me how successful it seems to be lately.,2021-09-28 18:56:29,Killjoy,Sentinel
@bbmilkbread Viper and Killjoy!!! Trying to learn Reyna right now too😆,2021-09-28 18:54:24,Killjoy,Sentinel
i truly hate to be a killjoy but please always check in with your neighbours if you’re going to set off fireworks around the spooky season. there are many reasons why some people are not okay with them and i really prefer my dog not having an anxiety attack over them,2021-09-28 18:50:49,Killjoy,Sentinel
22. Killjoy (2000) instant classic. An icon. The moment. Sorry to Art the clown. https://t.co/tZH5wENAr6,2021-09-28 18:27:17,Killjoy,Sentinel
"Wait, so @Twitch won't tell us that they're working on new tools.. but this outlet got to know first? Wow. #TwitchDoBetter https://t.co/SWeCoJK9E4",2021-09-28 18:25:20,Killjoy,Sentinel
@karen_killjoy It’s a great easy binge watch!,2021-09-28 18:15:42,Killjoy,Sentinel
@karen_killjoy Oh great!,2021-09-28 18:11:19,Killjoy,Sentinel
"@ecareyo I think this was the same agency where people were finding all of the insurrection folks and big anti-vaxxers. So, congratulations?",2021-09-28 18:10:44,Killjoy,Sentinel
@danajiru They NEED to put Killjoy on there it's important,2021-09-28 18:07:10,Killjoy,Sentinel
Learning Killjoy :D https://t.co/T6l0ioYUDw,2021-09-28 18:04:24,Killjoy,Sentinel
I want to draw raze attending a ball with killjoy 🙏🏼,2021-09-28 18:02:34,Killjoy,Sentinel
Who has the funniest voice line in Valorant and why is it Kay/O and Killjoy?,2021-09-28 17:47:39,Killjoy,Sentinel
@jammyjam25 Oh yeah I totally forgot they exist...,2021-09-28 17:44:31,Killjoy,Sentinel
You’re such a killjoy 🙄,2021-09-28 17:43:16,Killjoy,Sentinel
@karen_killjoy @calumshanlin Same!,2021-09-28 17:42:55,Killjoy,Sentinel
@karen_killjoy This is what Lists are for and I always forget to use them 🙈🤷🏼‍♂️,2021-09-28 17:40:41,Killjoy,Sentinel
OK BUT LIKE WHEN SMN IS HAPPY ABT WHATEVER MADE THEM EXCITED THEN WHY DO YOU EVEN GOTTA GO TO THEM AND BE A KILLJOY FOR NO REASON??? like tf just be nice or shut up if you gotta ruin the vibe,2021-09-28 17:39:28,Killjoy,Sentinel
"I've been in an Academic College of Business Fantasy Football league since '15... and this is the FIRST year where I enjoyed a #2 ranking (I'm normally last). That is, until @MarkJPelletier destroyed my rank during Week 3. 🥺 This means we're no longer friends, right? 😉 #KillJoy https://t.co/UYZ3aYifHv",2021-09-28 17:38:49,Killjoy,Sentinel
@JFSEWC #AndStill grumpy this morning after being eliminated by Moxie and Killjoy in last night's Rumble JORDAN FREAKING SHARPE!!!!,2021-09-28 17:38:41,Killjoy,Sentinel
@juliietburke I mean it's the worst 1/3 episode.,2021-09-28 17:37:19,Killjoy,Sentinel
I just want to be cozy damn it is that too much to ask? We had a lovely rainstorm with thunder and lightning last week but no we can't keep that going... https://t.co/lobf6Cyx4o,2021-09-28 17:36:54,Killjoy,Sentinel
"42 kills, 3-9 to 16-14 comeback, and last kill to secure game with mAh gurl killjoy. XD #iron2adventures",2021-09-28 17:23:54,Killjoy,Sentinel
clutch tings #killjoy #valorant https://t.co/rdbesHt0w0,2021-09-28 17:23:26,Killjoy,Sentinel
@nenburan Sage and Killjoy.......... yeah NO TO DUELISTS,2021-09-28 17:22:52,Killjoy,Sentinel
"@HawleyMO is using the words that came directly from their testimonies.

Absolutely mind blowing the level of sheer incompetence and malfeasance from our military leaders and white house. 

https://t.co/zZgXdMsqZs",2021-09-28 17:18:22,Killjoy,Sentinel
@c_killjoy_ QUEEN,2021-09-28 17:10:18,Killjoy,Sentinel
@LiveLancs He really needs to get over himself.  A classic woke killjoy.  Is he campaigning for all the Cowboy and Indians movies to be banned too.,2021-09-28 17:04:16,Killjoy,Sentinel
@Jujudraws_ @WholesomeMeme @c_killjoy_ @ish_mavel 🥺 I don't deserve you lot tfym?,2021-09-28 17:02:14,Killjoy,Sentinel
@KazzySayNo @WholesomeMeme @c_killjoy_ @ish_mavel We don't deserve you bro 😭😭💕💕💕,2021-09-28 17:01:42,Killjoy,Sentinel
"just a consistent thing of gerard's vision being way too expensive for them to be able to do all the mvs, i think the same thing happened with killjoy mvs being supposed to be a trilogy too",2021-09-28 16:53:45,Killjoy,Sentinel
@witnessqq Staring at the killjoy ult should deal 50 damage per second IMO,2021-09-28 16:49:22,Killjoy,Sentinel
@JoeBlackNJ I appreciate you,2021-09-28 16:49:17,Killjoy,Sentinel
"One day I won't have this backache that hasn't left me since std xii, some day I won't have this fucked up shoulder that aches as I lift a spoon, this shoulder that has been a killjoy since college days.

I know there will never be that day but it still is a happy thought.",2021-09-28 16:48:22,Killjoy,Sentinel
killjoy ult is kinda broken now.. what if we made it breakable by jett smokes?,2021-09-28 16:46:49,Killjoy,Sentinel
We are LIVE and I'm fully embracing the Killjoy Main in me! https://t.co/RKfj877jXN https://t.co/qJTjShl5im,2021-09-28 16:46:17,Killjoy,Sentinel
@karen_killjoy I never said I supported the stupidity of the voting academy.,2021-09-28 16:44:14,Killjoy,Sentinel
@JoeBlackNJ Seriously! https://t.co/y7lC4CPZbr,2021-09-28 16:41:09,Killjoy,Sentinel
@somethingvfunny i think eshi 3an killjoy,2021-09-28 16:32:09,Killjoy,Sentinel
@MegLavDC Unemployment or maybe doom governors of their states will hire them like governor Killjoy in Florida is going to for them soon to be state trooper.🤷🏽‍♀️,2021-09-28 16:31:07,Killjoy,Sentinel
@karen_killjoy Right??  How dare we make such a stupid life choice??,2021-09-28 16:30:47,Killjoy,Sentinel
"@kenny5alive Killjoy, I think it is a great idea!",2021-09-28 16:26:57,Killjoy,Sentinel
@utdreport Very surprised he’s an android user,2021-09-28 16:26:32,Killjoy,Sentinel
@JoeBlackNJ Still not right!,2021-09-28 16:26:06,Killjoy,Sentinel
@karen_killjoy It’s because she was young and it was a pretty big part.  But Madeline was phenomenal in it~,2021-09-28 16:24:34,Killjoy,Sentinel
"@Lilmyuki @madoinu_ann i saw some artists the other day saying that they can't imagine killjoy without her beanie, and god i hope they see this 💛",2021-09-28 16:24:01,Killjoy,Sentinel
"“relax, I’ve already thought of everything!” 👾💕 #valorant #valorantart #killjoy https://t.co/GdY15B02CI",2021-09-28 16:22:44,Killjoy,Sentinel
